2016-01-25 11:17:08.238 1453720628238 Acceleration x: -0.027587890625 g, y: -0.09051513671875 g, z: 0.96551513671875 g Gyro x: 3.252410888671875 g, y: 6.721649169921875 g, z: -1.375732421875 g Magnet x: 0.0347900390625 G, y: 0.3607177734375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.253 1453720628254 Acceleration x: -0.02801513671875 g, y: -0.09039306640625 g, z: 0.966064453125 g Gyro x: 3.2598876953125 g, y: 6.71417236328125 g, z: -1.3458251953125 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.267 1453720628267 Acceleration x: -0.0279541015625 g, y: -0.09075927734375 g, z: 0.9654541015625 g Gyro x: 3.327178955078125 g, y: 6.796417236328125 g, z: -1.375732421875 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.283 1453720628283 Acceleration x: -0.0277099609375 g, y: -0.09014892578125 g, z: 0.96697998046875 g Gyro x: 3.22998046875 g, y: 6.766510009765625 g, z: -1.495361328125 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.297 1453720628297 Acceleration x: -0.02838134765625 g, y: -0.09075927734375 g, z: 0.966552734375 g Gyro x: 3.252410888671875 g, y: 6.74407958984375 g, z: -1.502838134765625 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.312 1453720628312 Acceleration x: -0.02899169921875 g, y: -0.091064453125 g, z: 0.96563720703125 g Gyro x: 3.27484130859375 g, y: 6.878662109375 g, z: -1.4056396484375 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 34.19895112698058 P: 1020.6142578125
2016-01-25 11:17:08.326 1453720628326 Acceleration x: -0.02801513671875 g, y: -0.09051513671875 g, z: 0.9649658203125 g Gyro x: 3.4393310546875 g, y: 6.901092529296875 g, z: -1.472930908203125 g Magnet x: 0.0299072265625 G, y: 0.3626708984375 G, z: -0.2890625 G T: 26.107317073170734 H: 33.47411292122294 P: 1020.6142578125
2016-01-25 11:17:08.344 1453720628344 Acceleration x: -0.0289306640625 g, y: -0.08984375 g, z: 0.96624755859375 g Gyro x: 3.207550048828125 g, y: 6.7291259765625 g, z: -1.353302001953125 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.360 1453720628360 Acceleration x: -0.0279541015625 g, y: -0.09075927734375 g, z: 0.96759033203125 g Gyro x: 3.102874755859375 g, y: 6.878662109375 g, z: -1.42059326171875 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.387 1453720628388 Acceleration x: -0.02728271484375 g, y: -0.0904541015625 g, z: 0.96710205078125 g Gyro x: 3.289794921875 g, y: 6.886138916015625 g, z: -1.368255615234375 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.404 1453720628404 Acceleration x: -0.0279541015625 g, y: -0.091064453125 g, z: 0.9681396484375 g Gyro x: 3.297271728515625 g, y: 6.901092529296875 g, z: -1.502838134765625 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.425 1453720628425 Acceleration x: -0.027587890625 g, y: -0.091064453125 g, z: 0.96728515625 g Gyro x: 3.342132568359375 g, y: 6.98333740234375 g, z: -1.48040771484375 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.439 1453720628439 Acceleration x: -0.02777099609375 g, y: -0.0906982421875 g, z: 0.969482421875 g Gyro x: 3.3197021484375 g, y: 7.07305908203125 g, z: -1.577606201171875 g Magnet x: 0.029541015625 G, y: 0.358154296875 G, z: -0.28857421875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.453 1453720628453 Acceleration x: -0.0269775390625 g, y: -0.09033203125 g, z: 0.9656982421875 g Gyro x: 3.2000732421875 g, y: 6.89361572265625 g, z: -1.502838134765625 g Magnet x: 0.0284423828125 G, y: 0.3599853515625 G, z: -0.287109375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.467 1453720628467 Acceleration x: -0.02801513671875 g, y: -0.09033203125 g, z: 0.96734619140625 g Gyro x: 3.252410888671875 g, y: 6.901092529296875 g, z: -1.457977294921875 g Magnet x: 0.0284423828125 G, y: 0.3599853515625 G, z: -0.287109375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.488 1453720628488 Acceleration x: -0.02777099609375 g, y: -0.09051513671875 g, z: 0.968017578125 g Gyro x: 3.33465576171875 g, y: 6.901092529296875 g, z: -1.4654541015625 g Magnet x: 0.0284423828125 G, y: 0.3599853515625 G, z: -0.287109375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.504 1453720628504 Acceleration x: -0.0286865234375 g, y: -0.09033203125 g, z: 0.96697998046875 g Gyro x: 3.357086181640625 g, y: 6.92352294921875 g, z: -1.428070068359375 g Magnet x: 0.0284423828125 G, y: 0.3599853515625 G, z: -0.287109375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.535 1453720628539 Acceleration x: -0.02880859375 g, y: -0.09112548828125 g, z: 0.9669189453125 g Gyro x: 3.207550048828125 g, y: 6.826324462890625 g, z: -1.353302001953125 g Magnet x: 0.0284423828125 G, y: 0.3599853515625 G, z: -0.287109375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.560 1453720628560 Acceleration x: -0.02886962890625 g, y: -0.09112548828125 g, z: 0.9671630859375 g Gyro x: 3.117828369140625 g, y: 6.916046142578125 g, z: -1.48040771484375 g Magnet x: 0.03466796875 G, y: 0.364501953125 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.575 1453720628575 Acceleration x: -0.02777099609375 g, y: -0.091064453125 g, z: 0.9669189453125 g Gyro x: 3.342132568359375 g, y: 6.62445068359375 g, z: -1.31591796875 g Magnet x: 0.03466796875 G, y: 0.364501953125 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.605 1453720628605 Acceleration x: -0.02862548828125 g, y: -0.0904541015625 g, z: 0.96795654296875 g Gyro x: 3.237457275390625 g, y: 6.92352294921875 g, z: -1.39068603515625 g Magnet x: 0.03466796875 G, y: 0.364501953125 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.625 1453720628625 Acceleration x: -0.0272216796875 g, y: -0.0906982421875 g, z: 0.96807861328125 g Gyro x: 3.30474853515625 g, y: 7.04315185546875 g, z: -1.517791748046875 g Magnet x: 0.03466796875 G, y: 0.364501953125 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.640 1453720628640 Acceleration x: -0.02752685546875 g, y: -0.0908203125 g, z: 0.96728515625 g Gyro x: 3.357086181640625 g, y: 6.960906982421875 g, z: -1.308441162109375 g Magnet x: 0.03466796875 G, y: 0.364501953125 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.657 1453720628657 Acceleration x: -0.0283203125 g, y: -0.09039306640625 g, z: 0.96685791015625 g Gyro x: 3.39447021484375 g, y: 6.83380126953125 g, z: -1.4654541015625 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.678 1453720628678 Acceleration x: -0.0286865234375 g, y: -0.08990478515625 g, z: 0.96600341796875 g Gyro x: 3.409423828125 g, y: 7.117919921875 g, z: -1.443023681640625 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.692 1453720628693 Acceleration x: -0.0269775390625 g, y: -0.0906982421875 g, z: 0.9677734375 g Gyro x: 3.386993408203125 g, y: 6.811370849609375 g, z: -1.517791748046875 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.711 1453720628711 Acceleration x: -0.02825927734375 g, y: -0.09027099609375 g, z: 0.9683837890625 g Gyro x: 3.297271728515625 g, y: 6.9384765625 g, z: -1.487884521484375 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.726 1453720628726 Acceleration x: -0.02789306640625 g, y: -0.0908203125 g, z: 0.96697998046875 g Gyro x: 3.30474853515625 g, y: 6.886138916015625 g, z: -1.398162841796875 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.741 1453720628741 Acceleration x: -0.027587890625 g, y: -0.09002685546875 g, z: 0.95330810546875 g Gyro x: 3.3795166015625 g, y: 6.811370849609375 g, z: -1.353302001953125 g Magnet x: 0.027587890625 G, y: 0.3604736328125 G, z: -0.2900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.755 1453720628755 Acceleration x: -0.02777099609375 g, y: -0.09088134765625 g, z: 0.9698486328125 g Gyro x: 3.3197021484375 g, y: 6.886138916015625 g, z: -1.48040771484375 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6142578125
2016-01-25 11:17:08.771 1453720628771 Acceleration x: -0.0283203125 g, y: -0.09063720703125 g, z: 0.9678955078125 g Gyro x: 3.297271728515625 g, y: 7.01324462890625 g, z: -1.443023681640625 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.785 1453720628785 Acceleration x: -0.027587890625 g, y: -0.09075927734375 g, z: 0.96820068359375 g Gyro x: 3.207550048828125 g, y: 6.916046142578125 g, z: -1.502838134765625 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.805 1453720628805 Acceleration x: -0.02685546875 g, y: -0.09136962890625 g, z: 0.96826171875 g Gyro x: 3.357086181640625 g, y: 6.796417236328125 g, z: -1.2860107421875 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.819 1453720628819 Acceleration x: -0.02911376953125 g, y: -0.0906982421875 g, z: 0.96832275390625 g Gyro x: 3.401947021484375 g, y: 6.89361572265625 g, z: -1.36077880859375 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.833 1453720628833 Acceleration x: -0.0284423828125 g, y: -0.0909423828125 g, z: 0.968017578125 g Gyro x: 3.170166015625 g, y: 7.050628662109375 g, z: -1.383209228515625 g Magnet x: 0.02783203125 G, y: 0.3629150390625 G, z: -0.2899169921875 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.846 1453720628847 Acceleration x: -0.02813720703125 g, y: -0.090087890625 g, z: 0.96795654296875 g Gyro x: 3.222503662109375 g, y: 7.065582275390625 g, z: -1.472930908203125 g Magnet x: 0.02783203125 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.861 1453720628861 Acceleration x: -0.0289306640625 g, y: -0.09051513671875 g, z: 0.96728515625 g Gyro x: 3.357086181640625 g, y: 7.050628662109375 g, z: -1.457977294921875 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.874 1453720628874 Acceleration x: -0.02874755859375 g, y: -0.09124755859375 g, z: 0.968994140625 g Gyro x: 3.237457275390625 g, y: 6.9683837890625 g, z: -1.4056396484375 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.888 1453720628889 Acceleration x: -0.02874755859375 g, y: -0.09063720703125 g, z: 0.97015380859375 g Gyro x: 3.327178955078125 g, y: 6.975860595703125 g, z: -1.45050048828125 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.902 1453720628903 Acceleration x: -0.02813720703125 g, y: -0.09014892578125 g, z: 0.96929931640625 g Gyro x: 3.3197021484375 g, y: 6.8487548828125 g, z: -1.413116455078125 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.918 1453720628918 Acceleration x: -0.02789306640625 g, y: -0.09100341796875 g, z: 0.96966552734375 g Gyro x: 3.297271728515625 g, y: 6.9085693359375 g, z: -1.36077880859375 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.932 1453720628932 Acceleration x: -0.0269775390625 g, y: -0.09039306640625 g, z: 0.96856689453125 g Gyro x: 3.461761474609375 g, y: 6.9085693359375 g, z: -1.323394775390625 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.945 1453720628945 Acceleration x: -0.02880859375 g, y: -0.0906982421875 g, z: 0.97076416015625 g Gyro x: 3.4393310546875 g, y: 7.080535888671875 g, z: -1.45050048828125 g Magnet x: 0.0272216796875 G, y: 0.3592529296875 G, z: -0.2847900390625 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.959 1453720628959 Acceleration x: -0.027587890625 g, y: -0.090576171875 g, z: 0.96807861328125 g Gyro x: 3.342132568359375 g, y: 7.01324462890625 g, z: -1.4056396484375 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.972 1453720628972 Acceleration x: -0.0284423828125 g, y: -0.091064453125 g, z: 0.96832275390625 g Gyro x: 3.327178955078125 g, y: 7.005767822265625 g, z: -1.3458251953125 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:08.986 1453720628986 Acceleration x: -0.02777099609375 g, y: -0.0902099609375 g, z: 0.97052001953125 g Gyro x: 3.33465576171875 g, y: 6.886138916015625 g, z: -1.39068603515625 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.000 1453720629000 Acceleration x: -0.02947998046875 g, y: -0.090087890625 g, z: 0.97015380859375 g Gyro x: 3.401947021484375 g, y: 6.83380126953125 g, z: -1.375732421875 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.013 1453720629014 Acceleration x: -0.02764892578125 g, y: -0.090576171875 g, z: 0.96990966796875 g Gyro x: 3.491668701171875 g, y: 6.990814208984375 g, z: -1.457977294921875 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.028 1453720629028 Acceleration x: -0.0274658203125 g, y: -0.0908203125 g, z: 0.96954345703125 g Gyro x: 3.297271728515625 g, y: 7.07305908203125 g, z: -1.398162841796875 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.042 1453720629042 Acceleration x: -0.028076171875 g, y: -0.09112548828125 g, z: 0.96807861328125 g Gyro x: 3.222503662109375 g, y: 7.01324462890625 g, z: -1.428070068359375 g Magnet x: 0.0286865234375 G, y: 0.364501953125 G, z: -0.2784423828125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.056 1453720629056 Acceleration x: -0.02691650390625 g, y: -0.0909423828125 g, z: 0.968994140625 g Gyro x: 3.327178955078125 g, y: 6.74407958984375 g, z: -1.428070068359375 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.069 1453720629069 Acceleration x: -0.027587890625 g, y: -0.090576171875 g, z: 0.96826171875 g Gyro x: 3.297271728515625 g, y: 6.95343017578125 g, z: -1.383209228515625 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.083 1453720629083 Acceleration x: -0.02764892578125 g, y: -0.09100341796875 g, z: 0.9698486328125 g Gyro x: 3.24493408203125 g, y: 6.736602783203125 g, z: -1.39068603515625 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.096 1453720629097 Acceleration x: -0.02789306640625 g, y: -0.090087890625 g, z: 0.96942138671875 g Gyro x: 3.2000732421875 g, y: 6.826324462890625 g, z: -1.36077880859375 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.111 1453720629111 Acceleration x: -0.028076171875 g, y: -0.091064453125 g, z: 0.96826171875 g Gyro x: 3.252410888671875 g, y: 6.7889404296875 g, z: -1.368255615234375 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.126 1453720629126 Acceleration x: -0.02801513671875 g, y: -0.09075927734375 g, z: 0.96954345703125 g Gyro x: 3.252410888671875 g, y: 7.05810546875 g, z: -1.45050048828125 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.140 1453720629140 Acceleration x: -0.02825927734375 g, y: -0.09124755859375 g, z: 0.96942138671875 g Gyro x: 3.267364501953125 g, y: 6.826324462890625 g, z: -1.33087158203125 g Magnet x: 0.0244140625 G, y: 0.355712890625 G, z: -0.2874755859375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.153 1453720629153 Acceleration x: -0.0283203125 g, y: -0.0909423828125 g, z: 0.9710693359375 g Gyro x: 3.27484130859375 g, y: 7.095489501953125 g, z: -1.413116455078125 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.167 1453720629167 Acceleration x: -0.0281982421875 g, y: -0.09063720703125 g, z: 0.96942138671875 g Gyro x: 3.177642822265625 g, y: 6.901092529296875 g, z: -1.457977294921875 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.181 1453720629181 Acceleration x: -0.029052734375 g, y: -0.0914306640625 g, z: 0.970703125 g Gyro x: 3.18511962890625 g, y: 6.878662109375 g, z: -1.353302001953125 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.195 1453720629195 Acceleration x: -0.02740478515625 g, y: -0.0908203125 g, z: 0.98388671875 g Gyro x: 3.2000732421875 g, y: 6.631927490234375 g, z: -1.51031494140625 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.208 1453720629208 Acceleration x: -0.02789306640625 g, y: -0.090576171875 g, z: 0.97088623046875 g Gyro x: 3.18511962890625 g, y: 6.856231689453125 g, z: -1.33087158203125 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.222 1453720629222 Acceleration x: -0.02783203125 g, y: -0.09088134765625 g, z: 0.96966552734375 g Gyro x: 3.21502685546875 g, y: 6.841278076171875 g, z: -1.39068603515625 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.235 1453720629235 Acceleration x: -0.02752685546875 g, y: -0.090087890625 g, z: 0.96978759765625 g Gyro x: 3.267364501953125 g, y: 6.930999755859375 g, z: -1.375732421875 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.249 1453720629249 Acceleration x: -0.02703857421875 g, y: -0.0909423828125 g, z: 0.970458984375 g Gyro x: 3.12530517578125 g, y: 6.826324462890625 g, z: -1.36077880859375 g Magnet x: 0.0267333984375 G, y: 0.3643798828125 G, z: -0.2806396484375 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.262 1453720629263 Acceleration x: -0.0272216796875 g, y: -0.09100341796875 g, z: 0.96826171875 g Gyro x: 3.297271728515625 g, y: 6.77398681640625 g, z: -1.472930908203125 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.276 1453720629276 Acceleration x: -0.02801513671875 g, y: -0.0909423828125 g, z: 0.98431396484375 g Gyro x: 3.222503662109375 g, y: 6.86370849609375 g, z: -1.293487548828125 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.290 1453720629290 Acceleration x: -0.02972412109375 g, y: -0.09027099609375 g, z: 0.968994140625 g Gyro x: 3.2000732421875 g, y: 6.706695556640625 g, z: -1.36077880859375 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.303 1453720629304 Acceleration x: -0.0286865234375 g, y: -0.09033203125 g, z: 0.9688720703125 g Gyro x: 3.15521240234375 g, y: 6.856231689453125 g, z: -1.413116455078125 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.317 1453720629317 Acceleration x: -0.02899169921875 g, y: -0.09033203125 g, z: 0.96923828125 g Gyro x: 3.170166015625 g, y: 6.736602783203125 g, z: -1.398162841796875 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.331 1453720629331 Acceleration x: -0.029052734375 g, y: -0.091064453125 g, z: 0.97113037109375 g Gyro x: 3.24493408203125 g, y: 6.89361572265625 g, z: -1.293487548828125 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 11:17:09.345 1453720629345 Acceleration x: -0.0263671875 g, y: -0.09039306640625 g, z: 0.97003173828125 g Gyro x: 3.48419189453125 g, y: 6.95343017578125 g, z: -1.4056396484375 g Magnet x: 0.032470703125 G, y: 0.3624267578125 G, z: -0.290283203125 G T: 26.107317073170734 H: 34.27393438964517 P: 1020.6064453125
2016-01-25 15:17:05.976 1453735025976 Acceleration x: 0.00262451171875 g, y: 0.04156494140625 g, z: 0.95538330078125 g Gyro x: 3.147735595703125 g, y: 6.639404296875 g, z: -1.353302001953125 g Magnet x: -0.11962890625 G, y: 0.156982421875 G, z: -0.2967529296875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
2016-01-25 15:17:05.993 1453735025993 Acceleration x: 0.002197265625 g, y: 0.0419921875 g, z: 0.95477294921875 g Gyro x: 3.36456298828125 g, y: 6.587066650390625 g, z: -1.353302001953125 g Magnet x: -0.11962890625 G, y: 0.156982421875 G, z: -0.2967529296875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
2016-01-25 15:17:06.011 1453735026011 Acceleration x: 0.00225830078125 g, y: 0.0404052734375 g, z: 0.95697021484375 g Gyro x: 3.33465576171875 g, y: 6.62445068359375 g, z: -1.2860107421875 g Magnet x: -0.11962890625 G, y: 0.156982421875 G, z: -0.2967529296875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
2016-01-25 15:17:06.026 1453735026027 Acceleration x: 0.0015869140625 g, y: 0.04156494140625 g, z: 0.95745849609375 g Gyro x: 3.147735595703125 g, y: 6.50482177734375 g, z: -1.353302001953125 g Magnet x: -0.11962890625 G, y: 0.156982421875 G, z: -0.2967529296875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
2016-01-25 15:17:06.043 1453735026043 Acceleration x: 0.0032958984375 g, y: 0.04193115234375 g, z: 0.95709228515625 g Gyro x: 3.39447021484375 g, y: 6.639404296875 g, z: -1.293487548828125 g Magnet x: -0.11962890625 G, y: 0.156982421875 G, z: -0.2967529296875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
2016-01-25 15:17:06.065 1453735026065 Acceleration x: 0.0025634765625 g, y: 0.04107666015625 g, z: 0.95849609375 g Gyro x: 3.282318115234375 g, y: 6.59454345703125 g, z: -1.45050048828125 g Magnet x: -0.1199951171875 G, y: 0.1568603515625 G, z: -0.3006591796875 G T: 26.319512195121952 H: 43.43126534255747 P: 1018.586181640625
